1.430685982947270896e+00,-4.025018471409036458e-01
-2.068255731023582178e-01,9.783778320827190011e-01
9.996348982129661387e-01,2.701981263356301871e-02
1.694894411402209089e+00,-2.191117833841811358e-01
-2.313518748296217453e-01,9.728701403644882673e-01
6.507492985773726257e-01,7.592926645247256578e-01
8.798670115221743915e-01,4.752199933031415746e-01
7.732222094486501662e-01,6.341351707761900824e-01
4.643430120161753383e-01,-3.444356643487392899e-01
9.585053084941838053e-01,2.850746807215076006e-01
1.288987677697885026e+00,-4.573328168086494561e-01
-3.003977804605243440e-01,9.538140141004380901e-01
-2.508684036752333313e-01,9.680212002004089378e-01
4.798208565298979211e-01,-3.540571753101258157e-01
-9.978649131214305523e-01,6.531167706589559308e-02
3.719584206496492351e-01,-2.781797829596429628e-01
9.124001295492857322e-01,4.092994058124769241e-01
1.275120475439802004e+00,-4.614097586324872324e-01
9.953813596038318945e-02,6.506502622771448419e-02
7.258352091636588455e-02,1.259696879608349640e-01
2.937719890075074503e-03,4.234048984464564569e-01
9.205855173732088170e-01,-4.968416824898119755e-01
1.917472362910441763e+00,1.022004734850343599e-01
7.503484888167567535e-01,-4.683357490890868169e-01
6.502661979504320566e-02,1.452821144795243269e-01
3.579474425698316309e-01,9.337417353624700711e-01
1.084425133009583986e+00,-4.964298253847654330e-01
4.002307850152004853e-01,-3.001730367592483351e-01
7.850396426291722518e-01,6.194455258540991771e-01
9.979462143939618057e-01,6.405742093435169704e-02
9.970139474733279439e-01,7.722168441346075052e-02
3.818849553082911408e-01,9.242098684331305769e-01
8.153055767722350300e-02,1.045080487300811267e-01
6.757228952887013307e-01,-4.459621342104859165e-01
1.222320401916906496e-01,2.091398607978733892e-02
-5.686613659316266389e-01,8.225717299401776872e-01
1.275400717627319658e-01,9.918334185208508291e-01
1.490636109716478863e-01,-2.526875199976352793e-02
1.925047608948478040e+00,1.201488170629136931e-01
1.420449548167336484e+00,-4.073159193169062497e-01
-1.337706319813595224e-01,9.910123198120736054e-01
2.188687035578267270e-01,-1.243667974184482494e-01
-8.594050726685711350e-01,5.112953364460973704e-01
7.816150144207729966e-02,9.969407102191785164e-01
1.988170197009368589e+00,3.466387867077668217e-01
3.479627914085303697e-02,2.385009039410310727e-01
2.479099029716028690e-01,-1.590603052466565970e-01
4.289837023163680096e-01,9.033122290475988914e-01
7.900741181369314026e-01,6.130113276687064738e-01
-5.551456031422696835e-01,8.317531841308487550e-01
-6.211707637002645832e-01,7.836752403413228540e-01
1.927181238773647554e+00,1.253869323339553699e-01
1.090059557647143240e+00,-4.959363815407090703e-01
-9.608022908977176257e-01,2.772344816318806360e-01
1.407865419779011251e+00,-4.130420578201701165e-01
7.491315963247665577e-01,-4.680212002004089378e-01
1.821677285223931353e+00,-6.995301468369308218e-02
8.144488981460343835e-01,5.802352904716417958e-01
1.497244871608246486e-01,-2.633786892648848355e-02
2.019048071709210745e-01,-1.025313794177987736e-01
5.962433740940501492e-01,8.028037361951815276e-01
1.697150585365524211e+00,-2.169247250057059206e-01
5.282068217555961898e-01,8.491157479701173516e-01
1.955033143999535428e+00,2.035009378389828205e-01
6.430817610659437245e-01,7.657975245352550697e-01
8.577942296315312909e-01,5.139932486043448101e-01
3.450039420976012128e-01,9.386012358489174146e-01
8.561749171243039358e-01,5.166860858269664014e-01
-8.673316920709497335e-01,4.977305856880238077e-01
-8.037395092490583481e-01,5.949813453143576458e-01
6.157929963196463463e-01,-4.232469757995228621e-01
1.965531633564146174e+00,2.397142635737574690e-01
3.119151874722110307e-01,-2.256302713976295893e-01
-7.197665173427786334e-01,6.942162202889294864e-01
3.917164855902103282e-01,-2.937198284642227319e-01
1.656140056541710592e-02,3.187583901468927783e-01
-5.398956460971648941e-01,8.417319593108751885e-01
7.236713573807816990e-01,-4.610632035762374237e-01
8.407419613555693338e-01,-4.872369913689058585e-01
1.878068865290841050e+00,2.146570884955900649e-02
2.495690080387796828e-01,-1.609488076274129265e-01
-3.461833863161210556e-01,9.381668631105574141e-01
-9.440092813637791513e-01,3.299188941225422722e-01
6.789103396465261397e-01,7.342211865106036406e-01
5.747096205826155574e-02,9.983471783503461428e-01
